antecedentes,consecuentes,soporte antecedente,soporte consecuente,soporte,confianza,elevacion,representatividad,apalancamiento,conviccion,metrica_zhang,jaccard,certeza,kulczynski,cluster
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.1316,0.1878,0.0478,0.3632218844984802,1.934088841844943,1.0,0.02308552,1.2754835322195706,0.5561500108890683,0.1759941089837997,0.215983605637134,0.3088739880426373,4
frozenset({'Pan Integral Dulce De Miel Ecológico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0139,0.1878,0.0057,0.4100719424460432,2.183556669041764,1.0,0.00308958,1.3767780487804882,0.5496720200257261,0.0290816326530612,0.2736665137232741,0.2202116900728618,4
frozenset({'Manojo de perejil italiano orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.026,0.1878,0.0079,0.3038461538461539,1.6179241418858037,1.0,0.0030172,1.1666961325966851,0.392119148493749,0.0383681398737251,0.1428787907487735,0.1729560907675923,4
frozenset({'Kiwi orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0296,0.1878,0.0099,0.3344594594594595,1.7809342889215096,1.0,0.00434112,1.2203614213197969,0.4518723925154263,0.0477108433734939,0.1805706223337349,0.1935875572057681,4
frozenset({'Col rizada Lacinato (Dinosaurio) Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0207,0.1878,0.006,0.2898550724637681,1.5434242410211296,1.0,0.00211254,1.1437102040816327,0.3595323190033698,0.0296296296296296,0.1256526378524601,0.1609019771264527,4
frozenset({'Manzana Fuji Orgánica Grande Extra Fancy'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0479,0.1878,0.02,0.4175365344467641,2.22330423028096,1.0,0.01100438,1.3944222222222222,0.577900430627035,0.0927213722763097,0.2828570973242602,0.262016403538611,4
frozenset({'Huevos marrones orgánicos de grado grande AA'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0146,0.1878,0.0056,0.3835616438356164,2.0423942696252206,1.0,0.00285812,1.3175688888888888,0.5179405027689987,0.0284552845528455,0.2410264021615567,0.2066903000860723,4
frozenset({'Espárragos Verdes Grandes Ecológicos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0137,0.1878,0.005,0.364963503649635,1.9433626392419328,1.0,0.00242714,1.2789816091954025,0.4921707391260265,0.0254452926208651,0.2181279286501293,0.1957937859036247,4
frozenset({'Limón Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0433,0.1878,0.014,0.3233256351039261,1.7216487492221837,1.0,0.00586826,1.2002819112627987,0.4381325688004898,0.064486411791801,0.1668623923958705,0.1989365129726233,4
frozenset({'Leche Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0203,0.1878,0.0064,0.3152709359605912,1.6787589774259382,1.0,0.00258766,1.1861625899280577,0.412699678473002,0.0317302925136341,0.156945254814813,0.1746748716011688,4
frozenset({'Naranja Ombligo Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0228,0.1878,0.0105,0.4605263157894737,2.452216803990808,1.0,0.00621816,1.5055414634146342,0.6060230395883283,0.0524737631184407,0.3357871408390466,0.258218429460232,4
frozenset({'Zanahorias Baby enteras peladas ecológicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0327,0.1878,0.0095,0.290519877675841,1.5469642048766823,1.0,0.00335894,1.1447818965517242,0.3655253091894421,0.0450236966824644,0.1264711618761893,0.1705528035876542,4
frozenset({'Bolsa de Plátanos Orgánicos'}),frozenset({'Frambuesas Orgánicas'}),0.1878,0.0887,0.031,0.1650692225772098,1.8609833435987573,1.0,0.01434214,1.091467729591837,0.5696253107847264,0.1262729124236252,0.0838025047483921,0.2572809472525282,4
frozenset({'Frambuesas Orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0887,0.1878,0.031,0.3494926719278466,1.8609833435987573,1.0,0.01434214,1.2485639514731368,0.5076809803789695,0.1262729124236252,0.1990798718638841,0.2572809472525282,4
frozenset({'Pimiento Rojo Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0335,0.1878,0.0102,0.3044776119402985,1.6212865385532402,1.0,0.0039087,1.167755364806867,0.3964882383372387,0.0483183325438181,0.1436562570060311,0.179395355490916,4
frozenset({'Cebolla Roja Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0269,0.1878,0.0072,0.2676579925650557,1.425228927396463,1.0,0.0021481799999999,1.1090446700507617,0.3066060356934881,0.0346987951807228,0.0983230639806152,0.1529983253560103,4
frozenset({'Leche Orgánica Reducida en Grasa 2%'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.032,0.1878,0.0082,0.25625,1.3644834930777423,1.0,0.0021904,1.0920336134453783,0.275952428945777,0.0387523629489603,0.0842772716079783,0.1499567358892439,4
frozenset({'Pechuga De Pavo Asada Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0205,0.1878,0.0066,0.3219512195121951,1.714330242343957,1.0,0.0027501,1.1978489208633094,0.4254025708849598,0.0327218641546851,0.1651701791580831,0.1785474947401231,4
frozenset({'Lechuga Romana Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0173,0.1878,0.0052,0.3005780346820809,1.6005220164115066,1.0,0.00195106,1.1612446280991735,0.3818091443511205,0.0260130065032516,0.1388550045334658,0.164133532783,4
frozenset({'Patata Russet Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0179,0.1878,0.005,0.2793296089385475,1.4873781093639378,1.0,0.00163838,1.1270062015503877,0.333648304653294,0.0249128051818634,0.1126934362700659,0.152976838548081,4
frozenset({'Apio en manojo pequeño ecológico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0368,0.1878,0.0141,0.3831521739130434,2.0402139185998056,1.0,0.00718896,1.3166942731277531,0.5293348413091115,0.0669833729216152,0.2405222530325578,0.2291160230587581,4
"frozenset({'Queso Mozzarella en tiras orgánico, bajo en humedad, parcialmente descremado'})",frozenset({'Bolsa de Plátanos Orgánicos'}),0.0242,0.1878,0.0066,0.2727272727272727,1.4522218995062446,1.0,0.00205524,1.116775,0.3191227710596434,0.0321324245374878,0.1045644825502003,0.1539355213476619,4
frozenset({'Bolsa de Plátanos Orgánicos'}),frozenset({'Fresas Orgánicas'}),0.1878,0.1495,0.0428,0.2279020234291799,1.524428250362408,1.0,0.0147238999999999,1.1015441379310345,0.4235611365922025,0.1453310696095076,0.0921834490642915,0.2570948244236201,4
frozenset({'Fresas Orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.1495,0.1878,0.0428,0.2862876254180602,1.5244282503624078,1.0,0.0147238999999999,1.1379934395501403,0.4044871900531298,0.1453310696095076,0.1212603120143563,0.2570948244236201,4
frozenset({'Racimo de tomate orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0281,0.1878,0.0073,0.2597864768683274,1.3833145733137775,1.0,0.00202282,1.0972509615384616,0.285110227530596,0.0349952061361457,0.0886314662254708,0.1493288081892222,4
frozenset({'Leche De Almendras Sin Azúcar Ecológica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0292,0.1878,0.0084,0.2876712328767123,1.5317957022189157,1.0,0.0029162399999999,1.1402038461538462,0.357613750073577,0.0402684563758389,0.1229638424977989,0.1661998336907523,4
frozenset({'Leche entera orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0713,0.1878,0.0177,0.2482468443197756,1.3218681806164834,1.0,0.00430986,1.0804078358208955,0.262188990259758,0.0733222866611433,0.0744235955673179,0.1712480227988654,4
frozenset({'Fresas enteras orgánicas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0201,0.1878,0.0059,0.2935323383084577,1.5630049963176662,1.0,0.00212522,1.1496633802816902,0.3675954481692183,0.0292079207920792,0.1301801752135652,0.1624743693672214,4
frozenset({'Queso En Hebras Ecológico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0486,0.1878,0.0134,0.2757201646090535,1.4681584909960252,1.0,0.00427292,1.1213897727272728,0.335163576692949,0.0600896860986547,0.1082494023750966,0.1735363336357301,4
frozenset({'Cebolla Amarilla Orgánica'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0631,0.1878,0.0184,0.2916006339144215,1.5527190304282297,1.0,0.00654982,1.1465284116331096,0.3799428735840213,0.0791397849462365,0.1278018147185687,0.1947886023672214,4
frozenset({'Calabacín Orgánico'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0511,0.1878,0.0151,0.2954990215264188,1.573477217925553,1.0,0.00550342,1.152872777777778,0.3840920019625373,0.0674709562109026,0.1326016024703507,0.1879518536812073,4
frozenset({'humus originales'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0418,0.1878,0.0096,0.2296650717703349,1.2229237048473638,1.0,0.00174996,1.0543465838509316,0.1902395115842204,0.0436363636363636,0.0515452742801464,0.1403916413164773,4
frozenset({'Pimientos rojos'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0251,0.1878,0.005,0.199203187250996,1.0607198469169117,1.0,0.00028622,1.0142398009950249,0.0587178172120217,0.024050024050024,0.0140398759554247,0.1129136277043052,4
frozenset({'Uvas rojas sin semillas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0359,0.1878,0.0079,0.2200557103064067,1.171755645934008,1.0,0.00115798,1.0413564285714283,0.1520379077226875,0.0366079703429101,0.0397139993922761,0.1310608689977188,4
frozenset({'parmesano rallado'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0212,0.1878,0.0052,0.2452830188679245,1.3060863624490124,1.0,0.00121864,1.076165,0.2394297570022948,0.0255152109911678,0.0707744630237928,0.1364860248759218,4
frozenset({'Pomelo con agua con gas'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.037,0.1878,0.0072,0.1945945945945946,1.0361799499179691,1.0,0.0002514,1.0084362416107384,0.0362582208376601,0.0330882352941176,0.0083656668241746,0.1164666263707797,4
frozenset({'agua de manantial'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0182,0.1878,0.0057,0.3131868131868132,1.667661412070358,1.0,0.00228204,1.1825632,0.4077794812964372,0.0284573140289565,0.1543792331775587,0.1717691254432468,4
frozenset({'Salami de Génova sin curar'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0247,0.1878,0.0068,0.2753036437246963,1.465940594913186,1.0,0.0021613399999999,1.120745251396648,0.3258936918353929,0.0330578512396694,0.1077365719338787,0.155756188209526,4
frozenset({'Leche de almendras sin azúcar'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0236,0.1878,0.0056,0.2372881355932203,1.2635150990054331,1.0,0.00116792,1.0648844444444443,0.2135980570023995,0.0272108843537414,0.060930972165994,0.1335535459648743,4
frozenset({'Queso Crema Batido'}),frozenset({'Bolsa de Plátanos Orgánicos'}),0.0234,0.1878,0.0056,0.2393162393162393,1.2743143733559068,1.0,0.00120548,1.067723595505618,0.2204221643603171,0.0272373540856031,0.0634280218126561,0.1345675978263837,4
frozenset({'Peras Bartlett'}),frozenset({'Banana'}),0.0129,0.2041,0.0053,0.4108527131782946,2.0129971248324083,1.0,0.00266711,1.3509355263157896,0.5098047835951701,0.0250354274917335,0.2597722241214908,0.2184101880443163,4
frozenset({'arándanos'}),frozenset({'Banana'}),0.0192,0.2041,0.0083,0.4322916666666667,2.118038543197779,1.0,0.00438128,1.401952293577982,0.5381984708818963,0.0386046511627907,0.2867089667881224,0.236479003348032,4
frozenset({'Corona de brócoli'}),frozenset({'Banana'}),0.0147,0.2041,0.0063,0.4285714285714286,2.099811017008469,1.0,0.00329973,1.3928250000000002,0.5315809059846409,0.0296470588235294,0.2820347136215964,0.2297193252607265,4
frozenset({'Cantalupo'}),frozenset({'Banana'}),0.0188,0.2041,0.005,0.2659574468085106,1.3030742126825607,1.0,0.00116292,1.0842695652173913,0.2370403587443946,0.0229463056447911,0.0777201241468911,0.1452276210034714,4
frozenset({'Zanahorias'}),frozenset({'Banana'}),0.0351,0.2041,0.0081,0.2307692307692307,1.130667470696868,1.0,0.0009360899999999,1.03467,0.119770615262376,0.0350497620077888,0.0335082683367643,0.1352278294953454,4
"frozenset({'Clementinas, Bolsa'})",frozenset({'Banana'}),0.0208,0.2041,0.0075,0.3605769230769231,1.7666679229638562,1.0,0.00325472,1.2447157894736844,0.4431808278867102,0.0344986200551977,0.1966037480549353,0.1986618079372856,4
frozenset({'Kirby de pepino'}),frozenset({'Banana'}),0.0349,0.2041,0.0165,0.4727793696275071,2.316410434235704,1.0,0.00937691,1.5096146739130434,0.5888483843721642,0.0741573033707865,0.3375793059775187,0.2768110468911666,4
frozenset({'Aceite de Oliva Virgen Extra'}),frozenset({'Banana'}),0.027,0.2041,0.0069,0.2555555555555555,1.2521095323643092,1.0,0.0013892999999999,1.0691194029850746,0.2069350730595647,0.0307760927743086,0.0646507796903575,0.1446812564646959,4
frozenset({'Coliflor Fresca'}),frozenset({'Banana'}),0.0347,0.2041,0.0094,0.270893371757925,1.3272580683876778,1.0,0.0023177299999999,1.091609881422925,0.2554304581752778,0.040976460331299,0.0839218139941262,0.1584746133654887,4
frozenset({'Manzanas Granny Smith'}),frozenset({'Banana'}),0.0148,0.2041,0.006,0.4054054054054054,1.986307718791795,1.0,0.00297932,1.338559090909091,0.5040127216132089,0.0281822451855331,0.2529280128224718,0.2174013798217619,4
frozenset({'Uva Blanca/Verde Sin Semillas'}),frozenset({'Banana'}),0.0171,0.2041,0.0062,0.3625730994152046,1.776448306786892,1.0,0.0027098899999999,1.24861376146789,0.4446831134988955,0.0288372093023255,0.1991118223585936,0.1964751827306302,4
frozenset({'parmesano rallado'}),frozenset({'Banana'}),0.0274,0.2041,0.0064,0.2335766423357664,1.144422549415808,1.0,0.00080766,1.03846,0.1297520820481184,0.0284318080852954,0.0370356104231265,0.1324669100948797,4
frozenset({'Pimiento verde'}),frozenset({'Banana'}),0.0277,0.2041,0.006,0.2166064981949458,1.061276326285869,1.0,0.00034643,1.0159645161290325,0.0593832493400528,0.0265721877767936,0.0157136552267192,0.1230019262165322,4
frozenset({'Mitad y mitad'}),frozenset({'Banana'}),0.0298,0.2041,0.0081,0.2718120805369127,1.3317593362906064,1.0,0.0020178199999999,1.0929870967741937,0.2567651826911085,0.0358724534986713,0.0850761157644336,0.1557492543791864,4
frozenset({'Manzana crujiente con miel'}),frozenset({'Banana'}),0.0337,0.2041,0.0123,0.3649851632047478,1.788266355731248,1.0,0.00542183,1.253356542056075,0.4561721897877159,0.0545454545454545,0.2021424339800826,0.2126248696964454,4
frozenset({'Limón grande'}),frozenset({'Banana'}),0.0521,0.2041,0.0185,0.3550863723608445,1.739766645570037,1.0,0.00786639,1.23411875,0.448581359078247,0.0778291964661337,0.1897052046247574,0.2228641072975217,4
frozenset({'Agua con gas de lima'}),frozenset({'Banana'}),0.0238,0.2041,0.0064,0.2689075630252101,1.317528481260216,1.0,0.00154242,1.0886448275862068,0.2468788414259373,0.0288939051918735,0.0814267659570424,0.1501323704396016,4
frozenset({'limas'}),frozenset({'Banana'}),0.0634,0.2041,0.018,0.2839116719242902,1.3910419986491438,1.0,0.0050600599999999,1.1114550660792952,0.3001435452108096,0.0721442885771543,0.1002785173065588,0.1860518673193229,4
frozenset({'Col rizada orgánica de Michigan'}),frozenset({'Banana'}),0.0268,0.2041,0.007,0.2611940298507462,1.2797355700673505,1.0,0.00153012,1.077278787878788,0.2246080676413599,0.0312639571237159,0.0717351801115042,0.1477454715642756,4
frozenset({'Pimiento Naranja'}),frozenset({'Banana'}),0.0163,0.2041,0.0052,0.3190184049079754,1.5630495095932162,1.0,0.00187317,1.168754054054054,0.3661939615736505,0.0241635687732342,0.1443879946073318,0.1722480559571724,4
frozenset({'Aguacate Orgánico'}),frozenset({'Banana'}),0.0663,0.2041,0.0253,0.3815987933634993,1.8696658175575664,1.0,0.01176817,1.287028536585366,0.4981739951681884,0.1032231742146062,0.2230164510158302,0.2527788185337829,4
frozenset({'Rúcula Bebé Orgánica'}),frozenset({'Banana'}),0.0289,0.2041,0.0064,0.2214532871972318,1.085023455155472,1.0,0.00050151,1.0222893333333334,0.0806929641643497,0.028243601059135,0.0218033511712927,0.1264052325256125,4
frozenset({'Zanahorias pequeñas orgánicas'}),frozenset({'Banana'}),0.0362,0.2041,0.0091,0.2513812154696132,1.2316571066615052,1.0,0.0017115799999999,1.0631579335793355,0.1951501497050366,0.0393598615916955,0.0594059749586797,0.1479836013653798,4
frozenset({'Espinacas tiernas orgánicas'}),frozenset({'Banana'}),0.1039,0.2041,0.0266,0.2560153994225216,1.2543625645395473,1.0,0.0053940099999999,1.0697802069857698,0.2262943095938707,0.0945273631840796,0.0652285455742198,0.1931718349390903,4
frozenset({'Pera Bartlett Orgánica'}),frozenset({'Banana'}),0.0322,0.2041,0.0062,0.1925465838509316,0.9433933554675732,1.0,-0.0003720199999999,0.9856915384615386,-0.0583800714960501,0.0269448066058235,-0.0145161655347007,0.1114619249484937,4
frozenset({'Frijoles Negros Orgánicos'}),frozenset({'Banana'}),0.0245,0.2041,0.0058,0.236734693877551,1.1598956093951542,1.0,0.0007995499999999,1.042756684491979,0.1413156824970394,0.026032315978456,0.041003510337418,0.1325760681538661,4
frozenset({'Moras Orgánicas'}),frozenset({'Banana'}),0.0295,0.2041,0.0086,0.2915254237288135,1.4283460251289248,1.0,0.00257905,1.1233995215311006,0.3090051879275847,0.0382222222222222,0.1098447339223691,0.1668308157350584,4
frozenset({'Arándanos Orgánicos'}),frozenset({'Banana'}),0.0436,0.2041,0.0104,0.2385321100917431,1.1687021562554782,1.0,0.0015012399999999,1.0452180722891566,0.1509305729820158,0.0438263801095659,0.0432618546196043,0.144743762052241,4
frozenset({'Pepino Orgánico'}),frozenset({'Banana'}),0.0457,0.2041,0.0092,0.2013129102844639,0.986344489389828,1.0,-0.0001273699999999,0.9965104109589042,-0.0143001011571888,0.0382377389858686,-0.00350180891511,0.1231944267247895,4
"frozenset({""Organic D'Anjou Pears""})",frozenset({'Banana'}),0.0323,0.2041,0.0074,0.2291021671826625,1.1224995942315654,1.0,0.0008075699999999,1.032432530120482,0.1127736706428449,0.0323144104803493,0.0314137042124167,0.132679452038171,4
frozenset({'Tofu Ecológico Extra Firme'}),frozenset({'Banana'}),0.017,0.2041,0.0052,0.3058823529411764,1.4986886474334955,1.0,0.0017302999999999,1.1466355932203391,0.3385045778229907,0.0240852246410375,0.1278833433109391,0.1656800299737729,4
frozenset({'Manzana Fuji orgánica'}),frozenset({'Banana'}),0.0374,0.2041,0.0176,0.4705882352941176,2.305674842205378,1.0,0.00996666,1.5033666666666667,0.5882895283606898,0.0786065207682001,0.3348262787964789,0.2784102371962993,4
frozenset({'Manzanas Gala Ecológicas'}),frozenset({'Banana'}),0.0438,0.2041,0.0111,0.2534246575342466,1.2416690717013552,1.0,0.00216042,1.066067889908257,0.2035478272667146,0.046875,0.061973435776161,0.1539048814373829,4
frozenset({'Garbanzos Orgánicos'}),frozenset({'Banana'}),0.0159,0.2041,0.0052,0.3270440251572327,1.602371509834555,1.0,0.0019548099999999,1.1826925233644858,0.3819987806117264,0.0242085661080074,0.1544716989034208,0.176260866081801,4
frozenset({'Ajo Orgánico'}),frozenset({'Banana'}),0.0537,0.2041,0.0109,0.2029795158286778,0.994510121649573,1.0,-6.0170000000000015e-05,0.9985941588785048,-0.0057996075120194,0.0441474281085459,-0.0014078202931551,0.1281923546806299,4
frozenset({'Batata Granate Orgánica (Ñame)'}),frozenset({'Banana'}),0.0312,0.2041,0.007,0.2243589743589743,1.0992600409552884,1.0,0.00063208,1.026119008264463,0.0932051433290079,0.0306614104248795,0.025454170572904,0.1293279438183897,4
frozenset({'Manzana Granny Smith Orgánica'}),frozenset({'Banana'}),0.0321,0.2041,0.0077,0.2398753894080997,1.1752836325727571,1.0,0.00114839,1.0470651639344264,0.1540877760528552,0.0336980306345733,0.0449496034779491,0.1388009970068426,4
frozenset({'Tomates Uva Orgánicos'}),frozenset({'Banana'}),0.0463,0.2041,0.0107,0.2311015118790496,1.132295501612198,1.0,0.0012501699999999,1.0351171348314607,0.1225105565240738,0.0446391322486441,0.0339257593655605,0.1417633968018472,4
frozenset({'Mitad y mitad orgánicas'}),frozenset({'Banana'}),0.0342,0.2041,0.0069,0.2017543859649122,0.9885075255507704,1.0,-8.022000000000064e-05,0.9970615384615384,-0.0118945944984165,0.0298184961106309,-0.0029471215417611,0.1177806716693743,4
frozenset({'Aguacate Hass Orgánico'}),frozenset({'Banana'}),0.1316,0.2041,0.0201,0.1527355623100304,0.7483369049976992,1.0,-0.00675956,0.939376143497758,-0.2791545526628783,0.0636882129277566,-0.0645362956275532,0.1256083495038638,4
frozenset({'Kiwi orgánico'}),frozenset({'Banana'}),0.0296,0.2041,0.0072,0.2432432432432432,1.191784631275077,1.0,0.0011586399999999,1.051725,0.16583081432628,0.0317880794701986,0.0491811072286006,0.1392600341644927,4
frozenset({'Col rizada Lacinato (Dinosaurio) Orgánica'}),frozenset({'Banana'}),0.0207,0.2041,0.0054,0.2608695652173913,1.2781458364399378,1.0,0.00117513,1.0768058823529414,0.2222165492358487,0.0246125797629899,0.0713275100105431,0.143663592015849,4
frozenset({'Manzana Fuji Orgánica Grande Extra Fancy'}),frozenset({'Banana'}),0.0479,0.2041,0.0093,0.1941544885177453,0.9512713793128138,1.0,-0.00047639,0.9876582901554404,-0.0510549870752294,0.03831891223733,-0.0124959309991892,0.1198601937934145,4
frozenset({'Limón Orgánico'}),frozenset({'Banana'}),0.0433,0.2041,0.0069,0.1593533487297921,0.780761140273357,1.0,-0.0019375299999999,0.9467711538461538,-0.2269099962992284,0.0286902286902286,-0.0562214490139563,0.0965801530518142,4
frozenset({'Zanahorias Baby enteras peladas ecológicas'}),frozenset({'Banana'}),0.0327,0.2041,0.0078,0.2385321100917431,1.1687021562554782,1.0,0.0011259299999999,1.0452180722891566,0.1492298149488266,0.034061135371179,0.0432618546196043,0.1383743353006486,4
frozenset({'Frambuesas Orgánicas'}),frozenset({'Banana'}),0.0887,0.2041,0.0157,0.1770011273957158,0.8672274737663689,1.0,-0.00240367,0.9670730136986304,-0.1438369034197672,0.0566582461205341,-0.0340480872022667,0.1269621021593964,4
frozenset({'Pimiento Rojo Orgánico'}),frozenset({'Banana'}),0.0335,0.2041,0.0062,0.1850746268656716,0.9067840610762942,1.0,-0.00063735,0.9766538461538462,-0.096136296787915,0.0267934312878133,-0.023904225573977,0.1077259464558637,4
frozenset({'Cebolla Roja Orgánica'}),frozenset({'Banana'}),0.0269,0.2041,0.005,0.1858736059479554,0.910698706261418,1.0,-0.00049029,0.9776123287671236,-0.0915439178907313,0.0221238938053097,-0.0229003568941382,0.1051857005731937,4
frozenset({'Leche Orgánica Reducida en Grasa 2%'}),frozenset({'Banana'}),0.032,0.2041,0.0066,0.20625,1.0105340519353256,1.0,6.879999999999994e-05,1.002708661417323,0.0107688454795892,0.0287581699346405,0.0027013443899987,0.1192935448309652,4
frozenset({'Leche orgánica reducida en grasa'}),frozenset({'Banana'}),0.0173,0.2041,0.0064,0.3699421965317919,1.8125536331787944,1.0,0.00286907,1.2632174311926607,0.4561841737050982,0.0297674418604651,0.2083706452215001,0.2006496871928925,4
frozenset({'Pechuga De Pavo Asada Orgánica'}),frozenset({'Banana'}),0.0205,0.2041,0.0053,0.2585365853658536,1.2667152639189303,1.0,0.00111595,1.0734177631578947,0.2149633524998314,0.0241678066575467,0.0683962625529006,0.1422521241380958,4
"frozenset({'Queso Mozzarella en tiras orgánico, bajo en humedad, parcialmente descremado'})",frozenset({'Banana'}),0.0242,0.2041,0.0061,0.2520661157024794,1.235012815788728,1.0,0.00116078,1.0641314917127074,0.1950110712017714,0.0274527452745274,0.0602665104943829,0.1409767129222833,4
frozenset({'Banana'}),frozenset({'Fresas Orgánicas'}),0.2041,0.1495,0.0344,0.1685448309652131,1.1273901736803555,1.0,0.0038870499999999,1.022905421331762,0.1419721567218038,0.1077694235588972,0.0223925114229431,0.1993225827066868,4
frozenset({'Fresas Orgánicas'}),frozenset({'Banana'}),0.1495,0.2041,0.0344,0.2301003344481605,1.1273901736803555,1.0,0.0038870499999999,1.033771068635969,0.1328578948087991,0.1077694235588972,0.0326678407440137,0.1993225827066868,4
frozenset({'Racimo de tomate orgánico'}),frozenset({'Banana'}),0.0281,0.2041,0.0066,0.2348754448398576,1.1507861089654956,1.0,0.0008647899999999,1.0402227906976744,0.1348171497878257,0.0292553191489361,0.0386674768687745,0.133606267250894,4
frozenset({'Leche De Almendras Sin Azúcar Ecológica'}),frozenset({'Banana'}),0.0292,0.2041,0.007,0.2397260273972603,1.174551824582363,1.0,0.00104028,1.0468594594594596,0.1530814056153982,0.0309323906319045,0.0447619391848979,0.1370114703375326,4
frozenset({'Leche entera orgánica'}),frozenset({'Banana'}),0.0713,0.2041,0.0199,0.2791023842917251,1.3674786099545573,1.0,0.00534767,1.104040272373541,0.289358388799819,0.0778864970645792,0.0942359395548751,0.1883018045907425,4
frozenset({'Queso En Hebras Ecológico'}),frozenset({'Banana'}),0.0486,0.2041,0.0128,0.2633744855967078,1.2904188417281128,1.0,0.00288074,1.0804675977653633,0.2365543541097331,0.0533555648186744,0.0744747902961525,0.163044420652347,4
frozenset({'Cebolla Amarilla Orgánica'}),frozenset({'Banana'}),0.0631,0.2041,0.0119,0.1885895404120443,0.9240055875161408,1.0,-0.00097871,0.9808845703125,-0.0806995816230782,0.0466118292205248,-0.0194879502298726,0.1234471464921564,4
frozenset({'Calabacín Orgánico'}),frozenset({'Banana'}),0.0511,0.2041,0.0115,0.2250489236790606,1.1026404883834426,1.0,0.00107049,1.0270325757575758,0.0980989429407964,0.0471891670086171,0.0263210499799731,0.1406969263177273,4
frozenset({'humus originales'}),frozenset({'Banana'}),0.0418,0.2041,0.0115,0.2751196172248804,1.3479648075692323,1.0,0.00296862,1.0979742574257427,0.2694018676322452,0.0490614334470989,0.0892318346838552,0.1657322730906371,4
frozenset({'frambuesas'}),frozenset({'Banana'}),0.0158,0.2041,0.0056,0.3544303797468354,1.736552571028101,1.0,0.0023752199999999,1.2328647058823528,0.4309555258803378,0.0261315912272515,0.1888809897560439,0.1909339551845397,4
frozenset({'Pimientos rojos'}),frozenset({'Banana'}),0.0251,0.2041,0.0087,0.346613545816733,1.6982535316841405,1.0,0.0035770899999999,1.218115243902439,0.42174558428038,0.0394557823129251,0.1790596127864468,0.1946198547310025,4
frozenset({'Tomate de rama roja'}),frozenset({'Banana'}),0.0223,0.2041,0.0083,0.3721973094170404,1.8236026919012267,1.0,0.0037485699999999,1.267755,0.4619361151263538,0.0380559376432829,0.2112040575663278,0.2064318247232188,4
frozenset({'Uvas rojas sin semillas'}),frozenset({'Banana'}),0.0359,0.2041,0.013,0.362116991643454,1.77421357983074,1.0,0.0056728099999999,1.24772096069869,0.4526190229229332,0.0572687224669603,0.1985387506514059,0.2129056295796887,4
frozenset({'parmesano rallado'}),frozenset({'Banana'}),0.0212,0.2041,0.0068,0.320754716981132,1.5715566731069674,1.0,0.00247308,1.171741666666667,0.3715654222457271,0.0311212814645308,0.1465695652483126,0.1770358592254999,4
frozenset({'Aguacate Hass Pequeño'}),frozenset({'Banana'}),0.0221,0.2041,0.0102,0.4615384615384615,2.261334941393736,1.0,0.00568939,1.4781000000000002,0.5703889286566451,0.0472222222222222,0.3234557878357351,0.2557569818716315,4
frozenset({'Pomelo con agua con gas'}),frozenset({'Banana'}),0.037,0.2041,0.0089,0.2405405405405405,1.1785425798164653,1.0,0.0013483,1.047982206405694,0.1573150384449345,0.0383290267011197,0.0457853254687027,0.1420733079968748,4
